Site Name,University,Full Name,Award Year,Dissertation Title,City,State,Country
Central State Historical Archives of Ukraine in Lviv _ TsDIAL,Georgetown University,Michael Polczynski,2014,"Antemurale Christianitatis, Memâlik-i Mahrûse:  the ""Bulwark of Christendom"" and the ""Well Protected Domains"" of the early modern Polish-Lithuanian/Ottoman frontier",Lviv,,Ukraine
Biblioteka Narodowa we Warszawie (National Library in Warsaw),Georgetown University,Michael Polczynski,2014,"Antemurale Christianitatis, Memâlik-i Mahrûse:  the ""Bulwark of Christendom"" and the ""Well Protected Domains"" of the early modern Polish-Lithuanian/Ottoman frontier",Warsaw,,Poland
Biblioteka Zakładu Narodowego im. Ossolińskich we Wrocławiu – Ossolineum (Ossolinski Archive in Wroclaw),Georgetown University,Michael Polczynski,2014,"Antemurale Christianitatis, Memâlik-i Mahrûse:  the ""Bulwark of Christendom"" and the ""Well Protected Domains"" of the early modern Polish-Lithuanian/Ottoman frontier",Wroclaw,,Poland
Archivio Arcivescovile,Harvard University,Paolo Savoia,2014,"Saving Faces: Surgery, Masculinity, and the History of the Human Face in Early Modern Italy",Bologna,,Italy
Archivio di Stato,Harvard University,Paolo Savoia,2014,"Saving Faces: Surgery, Masculinity, and the History of the Human Face in Early Modern Italy",Bologna,,Italy
Biblioteca dell Archiginnasio,Harvard University,Paolo Savoia,2014,"Saving Faces: Surgery, Masculinity, and the History of the Human Face in Early Modern Italy",Bologna,,Italy
Biblioteca Universitaria,Harvard University,Paolo Savoia,2014,"Saving Faces: Surgery, Masculinity, and the History of the Human Face in Early Modern Italy",Bologna,,Italy
Archives d'Etat,Harvard University,Paolo Savoia,2014,"Saving Faces: Surgery, Masculinity, and the History of the Human Face in Early Modern Italy",Geneva,,Switzerland
Archivio di Stato,Harvard University,Paolo Savoia,2014,"Saving Faces: Surgery, Masculinity, and the History of the Human Face in Early Modern Italy",Messina,,Italy
Biblioteca Universitaria Regionale,Harvard University,Paolo Savoia,2014,"Saving Faces: Surgery, Masculinity, and the History of the Human Face in Early Modern Italy",Messina,,Italy
Archivo Histórico Eclesiástico de Bizkaia,Washington University in St. Louis,Amanda Scott,2014,"The Basque Seroras: Local Religion, Gender and Power in Northern Iberia, 1550-1800",Bilbao,,Spain
Archivo Histórico Nacional,Washington University in St. Louis,Amanda Scott,2014,"The Basque Seroras: Local Religion, Gender and Power in Northern Iberia, 1550-1800",Madrid,,Spain
Archivo Histórico de Protocolos de Gipuzkoa,Washington University in St. Louis,Amanda Scott,2014,"The Basque Seroras: Local Religion, Gender and Power in Northern Iberia, 1550-1800",O_ati,,Spain
Archivo Diocesano de Pamplona,Washington University in St. Louis,Amanda Scott,2014,"The Basque Seroras: Local Religion, Gender and Power in Northern Iberia, 1550-1800",Pamplona,,Spain
Archivo General de Navarra,Washington University in St. Louis,Amanda Scott,2014,"The Basque Seroras: Local Religion, Gender and Power in Northern Iberia, 1550-1800",Pamplona,,Spain
Archives Départementales des Pyrénées-Atlantique,Washington University in St. Louis,Amanda Scott,2014,"The Basque Seroras: Local Religion, Gender and Power in Northern Iberia, 1550-1800",Pau,,France
"University of Nevada, Reno",Washington University in St. Louis,Amanda Scott,2014,"The Basque Seroras: Local Religion, Gender and Power in Northern Iberia, 1550-1801",Reno,NV,USA
Archivo General de Gipuzkoa,Washington University in St. Louis,Amanda Scott,2014,"The Basque Seroras: Local Religion, Gender and Power in Northern Iberia, 1550-1800",Tolosa,,Spain
Archivo de la Real Chancillería de Valladolid,Washington University in St. Louis,Amanda Scott,2014,"The Basque Seroras: Local Religion, Gender and Power in Northern Iberia, 1550-1800",Valladolid,,Spain
Archivo Histórico Diocesano de Vitoria,Washington University in St. Louis,Amanda Scott,2014,"The Basque Seroras: Local Religion, Gender and Power in Northern Iberia, 1550-1800",Vitoria,,Spain
Archivo Histórico Provincial de Vitoria,Washington University in St. Louis,Amanda Scott,2014,"The Basque Seroras: Local Religion, Gender and Power in Northern Iberia, 1550-1800",Vitoria,,Spain
Central State Archive of Moscow oblast� (TsGAMO),Northwestern University,Kathleen Tahk,2014,"A Revolution Beyond Borders: The Soviet Art of the Latvian Riflemen, 1917-1938",Moscow,,Russia
Central State Archive of Social Movements of the City of Moscow,Northwestern University,Kathleen Tahk,2014,"A Revolution Beyond Borders: The Soviet Art of the Latvian Riflemen, 1917-1938",Moscow,,Russia
Russian State Archive of Literature and Art,Northwestern University,Kathleen Tahk,2014,"A Revolution Beyond Borders: The Soviet Art of the Latvian Riflemen, 1917-1938",Moscow,,Russia
Tretiakov Gallery,Northwestern University,Kathleen Tahk,2014,"A Revolution Beyond Borders: The Soviet Art of the Latvian Riflemen, 1917-1938",Moscow,,Russia
Latvian Museum of War,Northwestern University,Kathleen Tahk,2014,"A Revolution Beyond Borders: The Soviet Art of the Latvian Riflemen, 1917-1938",Riga,,Latvia
Latvian National Museum of Art,Northwestern University,Kathleen Tahk,2014,"A Revolution Beyond Borders: The Soviet Art of the Latvian Riflemen, 1917-1938",Riga,,Latvia
National Library of Latvia,Northwestern University,Kathleen Tahk,2014,"A Revolution Beyond Borders: The Soviet Art of the Latvian Riflemen, 1917-1938",Riga,,Latvia
"Cambridge University Library, Special Collections","University of Wisconsin, Madison",Lucy Traverse,2014,Ectoplasmic Modernities: Materialization Photography at the Turn of the Century,Cambridge,,United Kingdom
Institut für Grenzgebiete der Psychologie und Psychohygiene,"University of Wisconsin, Madison",Lucy Traverse,2014,Ectoplasmic Modernities: Materialization Photography at the Turn of the Century,Freiburg im Breisgau,,Germany
The British Library,"University of Wisconsin, Madison",Lucy Traverse,2014,Ectoplasmic Modernities: Materialization Photography at the Turn of the Century,London,,United Kingdom
The College of Psychic Studies,"University of Wisconsin, Madison",Lucy Traverse,2014,Ectoplasmic Modernities: Materialization Photography at the Turn of the Century,London,,United Kingdom
The Society for Psychical Research,"University of Wisconsin, Madison",Lucy Traverse,2014,Ectoplasmic Modernities: Materialization Photography at the Turn of the Century,London,,United Kingdom
American Society of Psychical Research,"University of Wisconsin, Madison",Lucy Traverse,2014,Ectoplasmic Modernities: Materialization Photography at the Turn of the Century,New York,NY,USA
Biblioteca National,University of Chicago,Meekyung MacMurdie,2015,Geometric Medicine: Aniconism and Medieval Arab Painting,Madrid,,Spain
Bibliothèque Nationale,University of Chicago,Meekyung MacMurdie,2015,Geometric Medicine: Aniconism and Medieval Arab Painting,Paris,,France
Archives départementales du Nord,"University of California, Berkeley",Ron Makleff,2015,"Monuments of Information: The Archives of State Formation in Northern Europe, c. 1380–1880",Lille,,France
Archives Générales du Royaume,"University of California, Berkeley",Ron Makleff,2015,"Monuments of Information: The Archives of State Formation in Northern Europe, c. 1380–1880",Brussels,,Belgium
Archivo General de Simancas,"University of California, Berkeley",Ron Makleff,2015,"Monuments of Information: The Archives of State Formation in Northern Europe, c. 1380–1880",Simancas,,Spain
Hofbibliothek und Zentralarchiv,"University of California, Berkeley",Ron Makleff,2015,"Monuments of Information: The Archives of State Formation in Northern Europe, c. 1380–1880",Regensburg,,Germany
British Library,Columbia University,Tania Bhattacharyya,2015,"Bombay, 1839–1932: Empire, Space, and Orders of Belonging in an Indian Ocean Port City",London,,United Kingdom
Archaeological Reserve and Museum of Gabala,University of Pennsylvania,Lara Fabian,2015,"Between East, West, and the Steppe: The South Caucasus as the Northeastern Roman Borderland",Gabala,,Azerbaijan
Museum of History of Gabala,University of Pennsylvania,Lara Fabian,2015,"Between East, West, and the Steppe: The South Caucasus as the Northeastern Roman Borderland",Gabala,,Azerbaijan
Ganja Museum of History and Ethnography,University of Pennsylvania,Lara Fabian,2015,"Between East, West, and the Steppe: The South Caucasus as the Northeastern Roman Borderland",Ganja,,Azerbaijan
"Azerbaijan National Academy of Sciences, Institute of Archaeology and Ethnography",University of Pennsylvania,Lara Fabian,2015,"Between East, West, and the Steppe: The South Caucasus as the Northeastern Roman Borderland",Baku,,Azerbaijan
Azerbaijan National Museum of History,University of Pennsylvania,Lara Fabian,2015,"Between East, West, and the Steppe: The South Caucasus as the Northeastern Roman Borderland",Baku,,Azerbaijan
Georgian National Museum,University of Pennsylvania,Lara Fabian,2015,"Between East, West, and the Steppe: The South Caucasus as the Northeastern Roman Borderland",Tbilisi,,Georgia
Vani Archaeological Preserve and Museum,University of Pennsylvania,Lara Fabian,2015,"Between East, West, and the Steppe: The South Caucasus as the Northeastern Roman Borderland",Vani,,Georgia
Dzalisi Archaeological Museum,University of Pennsylvania,Lara Fabian,2015,"Between East, West, and the Steppe: The South Caucasus as the Northeastern Roman Borderland",Dzalisi,,Georgia
Greater Mtskheta Archaeological State Museum-Reserve,University of Pennsylvania,Lara Fabian,2015,"Between East, West, and the Steppe: The South Caucasus as the Northeastern Roman Borderland",Mtskheta,,Georgia
Bolnisi Local Musuem,University of Pennsylvania,Lara Fabian,2015,"Between East, West, and the Steppe: The South Caucasus as the Northeastern Roman Borderland",Bolnisi,,Georgia
Otar Lordkipanidze Archaeological Research Center,University of Pennsylvania,Lara Fabian,2015,"Between East, West, and the Steppe: The South Caucasus as the Northeastern Roman Borderland",Tbilisi,,Georgia
"Ivane Javakhishvili Tbilisi State University, Archaeology Research Laboratory",University of Pennsylvania,Lara Fabian,2015,"Between East, West, and the Steppe: The South Caucasus as the Northeastern Roman Borderland",Tbilisi,,Georgia
Georgian National Museum,University of Pennsylvania,Lara Fabian,2015,"Between East, West, and the Steppe: The South Caucasus as the Northeastern Roman Borderland",Tbilisi,,Georgia
The National Archives,University of Arizona,Lucia Carminati,2015,"Across the Mediterranean, 1863-1919:  Italian Working-Class Migrants in Egypt and Practices of Cosmopolitanism",London,,United Kingdom
The National Library,University of Arizona,Lucia Carminati,2015,"Across the Mediterranean, 1863-1919:  Italian Working-Class Migrants in Egypt and Practices of Cosmopolitanism",London,,United Kingdom
The Thomas Cook Archives,University of Arizona,Lucia Carminati,2015,"Across the Mediterranean, 1863-1919:  Italian Working-Class Migrants in Egypt and Practices of Cosmopolitanism",Peterborough,,United Kingdom
Alliance Israelite Universelle,University of Arizona,Lucia Carminati,2015,"Across the Mediterranean, 1863-1919:  Italian Working-Class Migrants in Egypt and Practices of Cosmopolitanism",Paris,,France
Centre des Archives Diplomatiques,University of Arizona,Lucia Carminati,2015,"Across the Mediterranean, 1863-1919:  Italian Working-Class Migrants in Egypt and Practices of Cosmopolitanism",Nantes,,France
Historical Archives of Italian Ministry of Foreign Affairs (ASMAE),University of Arizona,Lucia Carminati,2015,"Across the Mediterranean, 1863-1919:  Italian Working-Class Migrants in Egypt and Practices of Cosmopolitanism",Rome,,Italy
Propaganda Fide archives,University of Arizona,Lucia Carminati,2015,"Across the Mediterranean, 1863-1919:  Italian Working-Class Migrants in Egypt and Practices of Cosmopolitanism",Rome,,Italy
Central Archive of the State,University of Arizona,Lucia Carminati,2015,"Across the Mediterranean, 1863-1919:  Italian Working-Class Migrants in Egypt and Practices of Cosmopolitanism",Rome,,Italy
Museo Centrale Risorgimento Roma,University of Arizona,Lucia Carminati,2015,"Across the Mediterranean, 1863-1919:  Italian Working-Class Migrants in Egypt and Practices of Cosmopolitanism",Rome,,Italy
Biblioteca Vallicelliana,University of Arizona,Lucia Carminati,2015,"Across the Mediterranean, 1863-1919:  Italian Working-Class Migrants in Egypt and Practices of Cosmopolitanism",Rome,,Italy
Società Geografica Italiana,University of Arizona,Lucia Carminati,2015,"Across the Mediterranean, 1863-1919:  Italian Working-Class Migrants in Egypt and Practices of Cosmopolitanism",Rome,,Italy
National Archives of Diaries,University of Arizona,Lucia Carminati,2015,"Across the Mediterranean, 1863-1919:  Italian Working-Class Migrants in Egypt and Practices of Cosmopolitanism",Arezzo,,Italy
Fondazione Primo Conti,University of Arizona,Lucia Carminati,2015,"Across the Mediterranean, 1863-1919:  Italian Working-Class Migrants in Egypt and Practices of Cosmopolitanism",Fiesole,,Italy
Egyptian National Archives - Dar al Watha'iq (DAQ),University of Arizona,Lucia Carminati,2015,"Across the Mediterranean, 1863-1919:  Italian Working-Class Migrants in Egypt and Practices of Cosmopolitanism",Cairo,,Egypt
Egyptian National library,University of Arizona,Lucia Carminati,2015,"Across the Mediterranean, 1863-1919:  Italian Working-Class Migrants in Egypt and Practices of Cosmopolitanism",Dar al-Kutub,,Egypt
Italian Archeological Center,University of Arizona,Lucia Carminati,2015,"Across the Mediterranean, 1863-1919:  Italian Working-Class Migrants in Egypt and Practices of Cosmopolitanism",Cairo,,Egypt
British Museum,University of Florida,Andrew Welton,2015,Forging Entanglements: The Spear in Early Medieval English Society,London,,United Kingdom
Southampton City Museum,University of Florida,Andrew Welton,2015,Forging Entanglements: The Spear in Early Medieval English Society,Southampton,,United Kingdom
University of Southampton,University of Florida,Andrew Welton,2015,Forging Entanglements: The Spear in Early Medieval English Society,Southampton,,United Kingdom
